date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:01	14465/14465	---MCZ	200	added ('OK')	text/html	etag:%221699889787%22	https://janezurevc.name/presentations-about-various-drupal-8-media-modules	./janezurevc.name/presentations-about-various-drupal-8-media-modules/index.html	(from https://janezurevc.name/call-help-media-source-plugin-porting)
16:45:03	50490/50490	---MC-	200	added ('OK')	application/rss+xml	etag:%221695083501%22	https://janezurevc.name/taxonomy/term/15/feed	./janezurevc.name/taxonomy/term/15/feed/index.html	(from https://janezurevc.name/tags/media)
16:45:03	14210/14210	---MCZ	200	added ('OK')	text/html	etag:%221699890302%22	http://janezurevc.name/releases-of-various-drupal-8-media-modules	./janezurevc.name/releases-of-various-drupal-8-media-modules/index.html	(from https://janezurevc.name/tags/media)
16:45:03	18677/18677	---MCZ	200	added ('OK')	text/html	etag:%221699890303%22	https://janezurevc.name/we-had-great-and-productive-time-at-nyc-sprint	./janezurevc.name/we-had-great-and-productive-time-at-nyc-sprint/index.html	(from https://janezurevc.name/tags/media)
16:45:05	32867/32867	---MCZ	200	added ('OK')	text/html	etag:%221699890304%22	https://janezurevc.name/tags/media?page=1	./janezurevc.name/tags/media/index1.html	(from https://janezurevc.name/tags/media)
16:45:05	486/486	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:05%20GMT	https://janezurevc.name/node/111	./janezurevc.name/node/111.67/index.delayed	(from https://janezurevc.name/time-take-some-time-drupal-community)
16:45:06	534/534	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:06%20GMT	https://janezurevc.name/node/110	./janezurevc.name/node/110/index.html	(from https://janezurevc.name/get-ready-media-workshop-drupal-dev-days-seville)
16:45:07	442/442	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:07%20GMT	https://janezurevc.name/node/109	./janezurevc.name/node/109/index.html	(from https://janezurevc.name/want-learn-entity-browser)
16:45:08	570/570	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:08%20GMT	https://janezurevc.name/node/108	./janezurevc.name/node/108/index.html	(from https://janezurevc.name/possible-solution-knowledge-sharing-drupal-8-media-domain)
16:45:09	20324/20324	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Sep%202023%2022:42:39%20GMT	https://janezurevc.name/sites/default/files/js/js_7H0_PexyIOLhD_LfogthCu3gDTv4WIC6WQXGmpu3Lh4.js	./janezurevc.name/sites/default/files/js/js_7H0_PexyIOLhD_LfogthCu3gDTv4WIC6WQXGmpu3Lh4/index.js	(from https://janezurevc.name/possible-solution-knowledge-sharing-drupal-8-media-domain)
16:45:10	7544/7544	---MC-	200	added ('OK')	application/rss+xml	etag:%221695169268%22	https://janezurevc.name/taxonomy/term/64/feed	./janezurevc.name/taxonomy/term/64/feed/index.html	(from https://janezurevc.name/tags/book)
16:45:11	490/490	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:11%20GMT	https://janezurevc.name/node/106	./janezurevc.name/node/106/index.html	(from https://janezurevc.name/playing-sculpin-static-site-generator)
16:45:13	20613/20613	---MCZ	200	added ('OK')	text/html	etag:%221699890312%22	https://janezurevc.name/janezurevc-name-runs-on-drupal-8	./janezurevc.name/janezurevc-name-runs-on-drupal-8/index.html	(from https://janezurevc.name/playing-sculpin-static-site-generator)
16:45:14	20286/20286	---MCZ	200	added ('OK')	text/html	etag:%221699890313%22	https://janezurevc.name/drupal-dev-environment-on-docker	./janezurevc.name/drupal-dev-environment-on-docker/index.html	(from https://janezurevc.name/playing-sculpin-static-site-generator)
16:45:14	15937/15937	---MC-	200	added ('OK')	application/rss+xml	etag:%221695077953%22	https://janezurevc.name/taxonomy/term/21/feed	./janezurevc.name/taxonomy/term/21/feed/index.html	(from https://janezurevc.name/tags/web)
16:45:15	10313/10313	---MCZ	404	error ('Not%20Found')	text/html	etag:%221699890313%22	https://janezurevc.name/liquidforms.io/	./janezurevc.name/liquidforms.io/index/index.html	(from https://janezurevc.name/playing-sculpin-static-site-generator)
16:45:16	13507/13507	---MCZ	200	added ('OK')	text/html	etag:%221699890315%22	https://janezurevc.name/how-get-clients-ip-number-drupal-when-using-varnish	./janezurevc.name/how-get-clients-ip-number-drupal-when-using-varnish/index.html	(from https://janezurevc.name/tags/web)
16:45:17	13308/13308	---MCZ	200	added ('OK')	text/html	etag:%221699890316%22	https://janezurevc.name/tags/varnish	./janezurevc.name/tags/varnish/index.html	(from https://janezurevc.name/tags/web)
16:45:18	1382834/1382834	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Mar%202018%2013:04:29%20GMT	https://janezurevc.name/sites/default/files/sn-screenshoot.com_.png	./janezurevc.name/sites/default/files/sn-screenshoot.com_/index.png	(from https://janezurevc.name/tags/web)
16:45:19	32962/32962	---MCZ	200	added ('OK')	text/html	etag:%221699890318%22	https://janezurevc.name/tags/programming	./janezurevc.name/tags/programming/index.html	(from https://janezurevc.name/tags/web)
16:45:20	13506/13506	---MCZ	200	added ('OK')	text/html	etag:%221699890319%22	https://janezurevc.name/tags/delo	./janezurevc.name/tags/delo/index.html	(from https://janezurevc.name/tags/web)
16:45:21	13566/13566	---MCZ	200	added ('OK')	text/html	etag:%221699890320%22	https://janezurevc.name/tags/slovenske-novice	./janezurevc.name/tags/slovenske-novice/index.html	(from https://janezurevc.name/tags/web)
16:45:22	12382/12382	---MCZ	200	added ('OK')	text/html	etag:%221699890321%22	https://janezurevc.name/survey-about-satisfaction-scrum	./janezurevc.name/survey-about-satisfaction-scrum/index.html	(from https://janezurevc.name/tags/web)
16:45:23	13038/13038	---MCZ	200	added ('OK')	text/html	etag:%221699890322%22	https://janezurevc.name/tags/scrum	./janezurevc.name/tags/scrum/index.html	(from https://janezurevc.name/tags/web)
16:45:24	13494/13494	---MCZ	200	added ('OK')	text/html	etag:%221699890323%22	https://janezurevc.name/drupal-820-and-composer-wonderland	./janezurevc.name/drupal-820-and-composer-wonderland/index.html	(from https://janezurevc.name/?page=1)
16:45:25	14692/14692	---MCZ	200	added ('OK')	text/html	etag:%221699890324%22	https://janezurevc.name/tags/docker	./janezurevc.name/tags/docker/index.html	(from https://janezurevc.name/?page=1)
16:45:26	12891/12891	---MCZ	200	added ('OK')	text/html	etag:%221699890325%22	https://janezurevc.name/tags/composer	./janezurevc.name/tags/composer/index.html	(from https://janezurevc.name/?page=1)
16:45:27	12855/12855	---MCZ	200	added ('OK')	text/html	etag:%221699890326%22	https://janezurevc.name/blog-design-refreshed	./janezurevc.name/blog-design-refreshed/index.html	(from https://janezurevc.name/?page=1)
16:45:28	12709/12709	---MCZ	200	added ('OK')	text/html	etag:%221699890327%22	https://janezurevc.name/sam-morenson-thinking-about-media-drupal-core	./janezurevc.name/sam-morenson-thinking-about-media-drupal-core/index.html	(from https://janezurevc.name/?page=1)
16:45:28	3490/3490	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Mar%202018%2013:04:33%20GMT	https://janezurevc.name/sites/default/files/attached-files/header.png	./janezurevc.name/sites/default/files/attached-files/header/index.png	(from https://janezurevc.name/?page=1)
16:45:29	370/370	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:29%20GMT	https://janezurevc.name/node?page=0	./janezurevc.name/node/index0.html	(from https://janezurevc.name/?page=1)
16:45:30	370/370	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:30%20GMT	https://janezurevc.name/node?page=2	./janezurevc.name/node/index2.html	(from https://janezurevc.name/?page=1)
16:45:31	31743/31743	---MCZ	200	added ('OK')	text/html	etag:%221699890330%22	https://janezurevc.name/?page=0	./janezurevc.name/index/index0.html	(from https://janezurevc.name/?page=1)
16:45:31	526/526	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:31%20GMT	http://janezurevc.name/node/29	./janezurevc.name/node/29.81/index.delayed	(from http://janezurevc.name/slovenskenovicesi-biggest-slovenian-drupal-site)
16:45:32	31467/31467	---MCZ	200	added ('OK')	text/html	etag:%221699890331%22	https://janezurevc.name/?page=2	./janezurevc.name/index/index2.html	(from https://janezurevc.name/?page=1)
16:45:32	546/546	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:32%20GMT	https://janezurevc.name/node/105	./janezurevc.name/node/105/index.html	(from https://janezurevc.name/entity-browser-feature-freeze-will-happen-two-weeks)
16:45:33	550/550	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:33%20GMT	https://janezurevc.name/node/104	./janezurevc.name/node/104/index.html	(from https://janezurevc.name/join-us-next-drupal-media-sprint-mountain-camp-davos)
16:45:34	458/458	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:34%20GMT	https://janezurevc.name/node/103	./janezurevc.name/node/103/index.html	(from https://janezurevc.name/results-drupal-8-media-sprint)
16:45:36	19784/19784	---MCZ	200	added ('OK')	text/html	etag:%221699890335%22	https://janezurevc.name/a-lot-of-exciting-drupal-8-media-news	./janezurevc.name/a-lot-of-exciting-drupal-8-media-news/index.html	(from https://janezurevc.name/results-drupal-8-media-sprint)
16:45:37	19387/19387	---MC-	200	added ('OK')	application/rss+xml	etag:%221695176587%22	https://janezurevc.name/taxonomy/term/61/feed	./janezurevc.name/taxonomy/term/61/feed/index.html	(from https://janezurevc.name/tags/sprint)
16:45:38	20501/20501	---MCZ	200	added ('OK')	text/html	etag:%221699890337%22	https://janezurevc.name/zurich-drupal-8-media-sprint-was-a-success	./janezurevc.name/zurich-drupal-8-media-sprint-was-a-success/index.html	(from https://janezurevc.name/tags/sprint)
16:45:39	59559/59559	---MC-	200	added ('OK')	application/rss+xml	etag:%221695166036%22	https://janezurevc.name/taxonomy/term/56/feed	./janezurevc.name/taxonomy/term/56/feed/index.html	(from https://janezurevc.name/tags/drupal-8)
16:45:40	12843/12843	---MCZ	200	added ('OK')	text/html	etag:%221699890339%22	https://janezurevc.name/drupal-community-please-meet-vijay	./janezurevc.name/drupal-community-please-meet-vijay/index.html	(from https://janezurevc.name/tags/drupal-8)
16:45:41	23178/23178	---MCZ	200	added ('OK')	text/html	etag:%221699890340%22	https://janezurevc.name/tags/summer-code	./janezurevc.name/tags/summer-code/index.html	(from https://janezurevc.name/tags/drupal-8)
16:45:42	15665/15665	---MCZ	200	added ('OK')	text/html	etag:%221699890341%22	https://janezurevc.name/media-entity-reaches-8-x-1-0	./janezurevc.name/media-entity-reaches-8-x-1-0/index.html	(from https://janezurevc.name/tags/drupal-8)
16:45:43	29143/29143	---MCZ	200	added ('OK')	text/html	etag:%221699890342%22	https://janezurevc.name/when-will-media-be-ready-for-drupal-8	./janezurevc.name/when-will-media-be-ready-for-drupal-8/index.html	(from https://janezurevc.name/tags/drupal-8)
16:45:44	17243/17243	---MCZ	200	added ('OK')	text/html	etag:%221699890343%22	https://janezurevc.name/1st-drupal-8-media-virtual-sprint-was-success	./janezurevc.name/1st-drupal-8-media-virtual-sprint-was-success/index.html	(from https://janezurevc.name/tags/drupal-8)
16:45:45	17625/17625	---MCZ	200	added ('OK')	text/html	etag:%221699890344%22	https://janezurevc.name/drupal-8-my-media-perspective-update-2	./janezurevc.name/drupal-8-my-media-perspective-update-2/index.html	(from https://janezurevc.name/tags/drupal-8)
16:45:46	12507/12507	---MCZ	200	added ('OK')	text/html	etag:%221699890345%22	https://janezurevc.name/drupal-8-media-module-at-google-summer-of-code-2016	./janezurevc.name/drupal-8-media-module-at-google-summer-of-code-2016/index.html	(from https://janezurevc.name/tags/drupal?page=1)
16:45:47	12695/12695	---MCZ	200	added ('OK')	text/html	etag:%221699890346%22	https://janezurevc.name/we-loved-drupal-developer-days	./janezurevc.name/we-loved-drupal-developer-days/index.html	(from https://janezurevc.name/tags/drupal?page=1)
16:45:48	31672/31672	---MCZ	200	added ('OK')	text/html	etag:%221699890347%22	https://janezurevc.name/tags/drupal?page=0	./janezurevc.name/tags/drupal/index0.html	(from https://janezurevc.name/tags/drupal?page=1)
16:45:49	32281/32281	---MCZ	200	added ('OK')	text/html	etag:%221699890348%22	https://janezurevc.name/tags/drupal?page=2	./janezurevc.name/tags/drupal/index2.html	(from https://janezurevc.name/tags/drupal?page=1)
16:45:49	534/534	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:49%20GMT	https://janezurevc.name/node/100	./janezurevc.name/node/100/index.html	(from https://janezurevc.name/call-for-drupal-8-media-ecosystem-co-maintainers)
16:45:50	10313/10313	---MCZ	404	error ('Not%20Found')	text/html	etag:%221699890350%22	https://janezurevc.name/e-mail	./janezurevc.name/e-mail/index.html	(from https://janezurevc.name/call-for-drupal-8-media-ecosystem-co-maintainers)
16:45:51	10313/10313	---MCZ	404	error ('Not%20Found')	text/html	etag:%221699890351%22	https://janezurevc.name/Twitter	./janezurevc.name/Twitter/index.html	(from https://janezurevc.name/call-for-drupal-8-media-ecosystem-co-maintainers)
16:45:52	542/542	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:52%20GMT	https://janezurevc.name/node/95	./janezurevc.name/node/95/index.html	(from https://janezurevc.name/presentations-about-various-drupal-8-media-modules)
16:45:53	506/506	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:53%20GMT	http://janezurevc.name/node/99	./janezurevc.name/node/99.97/index.delayed	(from http://janezurevc.name/releases-of-various-drupal-8-media-modules)
16:45:54	526/526	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:45:54%20GMT	https://janezurevc.name/node/97	./janezurevc.name/node/97/index.html	(from https://janezurevc.name/we-had-great-and-productive-time-at-nyc-sprint)
16:45:56	17243/17243	---MCZ	200	added ('OK')	text/html	etag:%221699890355%22	https://janezurevc.name/image-effects-module-for-drupal-8	./janezurevc.name/image-effects-module-for-drupal-8/index.html	(from https://janezurevc.name/tags/media?page=1)
16:45:57	13912/13912	---MCZ	200	added ('OK')	text/html	etag:%221699890356%22	https://janezurevc.name/entity-browser-got-configuration-ui	./janezurevc.name/entity-browser-got-configuration-ui/index.html	(from https://janezurevc.name/tags/media?page=1)
16:45:57	67491/67491	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Mar%202018%2013:04:32%20GMT	https://janezurevc.name/sites/default/files/attached-files/Izbor_001.png	./janezurevc.name/sites/default/files/attached-files/Izbor_001/index.png	(from https://janezurevc.name/tags/media?page=1)
16:45:59	13217/13217	---MCZ	200	added ('OK')	text/html	etag:%221699890358%22	https://janezurevc.name/time-to-submit-summer-of-code-proposals	./janezurevc.name/time-to-submit-summer-of-code-proposals/index.html	(from https://janezurevc.name/tags/media?page=1)
16:45:59	29809/29809	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Mar%202018%2013:04:32%20GMT	https://janezurevc.name/sites/default/files/attached-files/Izbor_008.png	./janezurevc.name/sites/default/files/attached-files/Izbor_008/index.png	(from https://janezurevc.name/tags/media?page=1)
16:46:01	31965/31965	---MCZ	200	added ('OK')	text/html	etag:%221699890360%22	https://janezurevc.name/tags/media?page=0	./janezurevc.name/tags/media/index0.html	(from https://janezurevc.name/tags/media?page=1)
16:46:02	34166/34166	---MCZ	200	added ('OK')	text/html	etag:%221699890361%22	https://janezurevc.name/tags/media?page=2	./janezurevc.name/tags/media/index2.html	(from https://janezurevc.name/tags/media?page=1)
16:46:02	470/470	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:46:02%20GMT	https://janezurevc.name/node/84	./janezurevc.name/node/84/index.html	(from https://janezurevc.name/janezurevc-name-runs-on-drupal-8)
16:46:03	584/584	---M-Z	200	added ('OK')	text/css	date:Wed,%2019%20Apr%202023%2016:14:39%20GMT	https://janezurevc.name/core/modules/filter/css/filter.caption.css?s16r9a	./janezurevc.name/core/modules/filter/css/filter.caption/index.css	(from https://janezurevc.name/janezurevc-name-runs-on-drupal-8)
16:46:17	11831/11831	---MCZ	200	added ('OK')	text/html	etag:%221699890365%22	http://janezurevc.name/progress-entity-embed-module-gsoc-2014	./janezurevc.name/progress-entity-embed-module-gsoc-2014/index.html	(from https://janezurevc.name/janezurevc-name-runs-on-drupal-8)
16:46:17	96089/96089	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Mar%202018%2013:04:32%20GMT	https://janezurevc.name/sites/default/files/attached-files/disqus.png	./janezurevc.name/sites/default/files/attached-files/disqus/index.png	(from https://janezurevc.name/janezurevc-name-runs-on-drupal-8)
16:46:17	387286/387286	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Mar%202018%2013:04:32%20GMT	https://janezurevc.name/sites/default/files/attached-files/bcb.png	./janezurevc.name/sites/default/files/attached-files/bcb/index.png	(from https://janezurevc.name/janezurevc-name-runs-on-drupal-8)
16:46:17	243442/243442	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Mar%202018%2013:04:29%20GMT	https://janezurevc.name/sites/default/files/attached-files/markdown.png	./janezurevc.name/sites/default/files/attached-files/markdown/index.png	(from https://janezurevc.name/janezurevc-name-runs-on-drupal-8)
16:46:17	470/470	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:46:17%20GMT	https://janezurevc.name/node/101	./janezurevc.name/node/101.a6/index.delayed	(from https://janezurevc.name/drupal-dev-environment-on-docker)
16:46:18	546/546	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:46:18%20GMT	https://janezurevc.name/node/30	./janezurevc.name/node/30/index.html	(from https://janezurevc.name/how-get-clients-ip-number-drupal-when-using-varnish)
16:46:19	3418/3418	---MC-	200	added ('OK')	application/rss+xml	etag:%221695127167%22	https://janezurevc.name/taxonomy/term/40/feed	./janezurevc.name/taxonomy/term/40/feed/index.html	(from https://janezurevc.name/tags/varnish)
16:46:21	32115/32115	---MC-	200	added ('OK')	application/rss+xml	etag:%221695214932%22	https://janezurevc.name/taxonomy/term/8/feed	./janezurevc.name/taxonomy/term/8/feed/index.html	(from https://janezurevc.name/tags/programming)
16:46:22	13354/13354	---MCZ	200	added ('OK')	text/html	etag:%221699890381%22	https://janezurevc.name/multi-file-uploads-drupal-8	./janezurevc.name/multi-file-uploads-drupal-8/index.html	(from https://janezurevc.name/tags/programming)
16:46:23	12725/12725	---MCZ	200	added ('OK')	text/html	etag:%221699890382%22	https://janezurevc.name/drupals-plupload-integration-filevalidate	./janezurevc.name/drupals-plupload-integration-filevalidate/index.html	(from https://janezurevc.name/tags/programming)
16:46:24	13125/13125	---MCZ	200	added ('OK')	text/html	etag:%221699890383%22	https://janezurevc.name/tags/plupload	./janezurevc.name/tags/plupload/index.html	(from https://janezurevc.name/tags/programming)
16:46:25	17062/17062	---MCZ	200	added ('OK')	text/html	etag:%221699890384%22	https://janezurevc.name/relation-migrate-integration-and-reference-upgrade-path	./janezurevc.name/relation-migrate-integration-and-reference-upgrade-path/index.html	(from https://janezurevc.name/tags/programming)
16:46:26	13533/13533	---MCZ	200	added ('OK')	text/html	etag:%221699890385%22	https://janezurevc.name/tags/relation	./janezurevc.name/tags/relation/index.html	(from https://janezurevc.name/tags/programming)
16:46:27	13543/13543	---MCZ	200	added ('OK')	text/html	etag:%221699890386%22	https://janezurevc.name/tags/references	./janezurevc.name/tags/references/index.html	(from https://janezurevc.name/tags/programming)
16:46:28	16572/16572	---MCZ	200	added ('OK')	text/html	etag:%221699890387%22	https://janezurevc.name/strange-behaviour-race-condition-during-nodesave	./janezurevc.name/strange-behaviour-race-condition-during-nodesave/index.html	(from https://janezurevc.name/tags/programming)
16:46:29	11323/11323	---MCZ	200	added ('OK')	text/html	etag:%221699890388%22	https://janezurevc.name/javascript-patterns	./janezurevc.name/javascript-patterns/index.html	(from https://janezurevc.name/tags/programming)
16:46:30	12597/12597	---MCZ	200	added ('OK')	text/html	etag:%221699890389%22	https://janezurevc.name/tags/links	./janezurevc.name/tags/links/index.html	(from https://janezurevc.name/tags/programming)
16:46:31	13543/13543	---MCZ	200	added ('OK')	text/html	etag:%221699890390%22	https://janezurevc.name/drupalcon-denver-2011-media-derivatives-take-control-over-your-files	./janezurevc.name/drupalcon-denver-2011-media-derivatives-take-control-over-your-files/index.html	(from https://janezurevc.name/tags/programming)
16:46:32	16082/16082	---MCZ	200	added ('OK')	text/html	etag:%221699890391%22	https://janezurevc.name/tags/drupalcon	./janezurevc.name/tags/drupalcon/index.html	(from https://janezurevc.name/tags/programming)
16:46:33	25985/25985	---MCZ	200	added ('OK')	text/html	etag:%221699890392%22	https://janezurevc.name/tags/derivates-api	./janezurevc.name/tags/derivates-api/index.html	(from https://janezurevc.name/tags/programming)
16:46:34	25335/25335	---MCZ	200	added ('OK')	text/html	etag:%221699890393%22	https://janezurevc.name/tags/summer-code-2011	./janezurevc.name/tags/summer-code-2011/index.html	(from https://janezurevc.name/tags/programming)
16:46:35	13072/13072	---MCZ	200	added ('OK')	text/html	etag:%221699890394%22	https://janezurevc.name/how-add-custom-contextual-links-views	./janezurevc.name/how-add-custom-contextual-links-views/index.html	(from https://janezurevc.name/tags/programming)
16:46:36	13306/13306	---MCZ	200	added ('OK')	text/html	etag:%221699890395%22	https://janezurevc.name/5-day-challenge-im	./janezurevc.name/5-day-challenge-im/index.html	(from https://janezurevc.name/tags/programming)
16:46:37	15814/15814	---MCZ	200	added ('OK')	text/html	etag:%221699890396%22	https://janezurevc.name/tags/open-source	./janezurevc.name/tags/open-source/index.html	(from https://janezurevc.name/tags/programming)
16:46:38	13450/13450	---MCZ	200	added ('OK')	text/html	etag:%221699890397%22	https://janezurevc.name/tags/5-day-challenge	./janezurevc.name/tags/5-day-challenge/index.html	(from https://janezurevc.name/tags/programming)
16:46:39	20887/20887	---MCZ	200	added ('OK')	text/html	etag:%221699890398%22	https://janezurevc.name/tags/programming?page=1	./janezurevc.name/tags/programming/index1.html	(from https://janezurevc.name/tags/programming)
16:46:39	4432/4432	---MC-	200	added ('OK')	application/rss+xml	etag:%221695159318%22	https://janezurevc.name/taxonomy/term/38/feed	./janezurevc.name/taxonomy/term/38/feed/index.html	(from https://janezurevc.name/tags/delo)
16:46:40	4444/4444	---MC-	200	added ('OK')	application/rss+xml	etag:%221695106037%22	https://janezurevc.name/taxonomy/term/39/feed	./janezurevc.name/taxonomy/term/39/feed/index.html	(from https://janezurevc.name/tags/slovenske-novice)
16:46:41	466/466	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:46:41%20GMT	https://janezurevc.name/node/28	./janezurevc.name/node/28/index.html	(from https://janezurevc.name/survey-about-satisfaction-scrum)
16:46:42	2242/2242	---MC-	200	added ('OK')	application/rss+xml	etag:%221695332095%22	https://janezurevc.name/taxonomy/term/37/feed	./janezurevc.name/taxonomy/term/37/feed/index.html	(from https://janezurevc.name/tags/scrum)
16:46:43	478/478	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:46:43%20GMT	https://janezurevc.name/node/102	./janezurevc.name/node/102/index.html	(from https://janezurevc.name/drupal-820-and-composer-wonderland)
16:46:44	14225/14225	---MC-	200	added ('OK')	application/rss+xml	etag:%221695192861%22	https://janezurevc.name/taxonomy/term/62/feed	./janezurevc.name/taxonomy/term/62/feed/index.html	(from https://janezurevc.name/tags/docker)
16:46:45	3703/3703	---MC-	200	added ('OK')	application/rss+xml	etag:%221695354237%22	https://janezurevc.name/taxonomy/term/63/feed	./janezurevc.name/taxonomy/term/63/feed/index.html	(from https://janezurevc.name/tags/composer)
16:46:46	426/426	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:46:46%20GMT	https://janezurevc.name/node/98	./janezurevc.name/node/98/index.html	(from https://janezurevc.name/blog-design-refreshed)
16:46:47	522/522	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:46:47%20GMT	https://janezurevc.name/node/96	./janezurevc.name/node/96/index.html	(from https://janezurevc.name/sam-morenson-thinking-about-media-drupal-core)
16:46:49	11343/11343	---MCZ	200	added ('OK')	text/html	etag:%221699890408%22	https://janezurevc.name/slides-my-session-drupalcamp-verona	./janezurevc.name/slides-my-session-drupalcamp-verona/index.html	(from https://janezurevc.name/sam-morenson-thinking-about-media-drupal-core)
16:46:50	12892/12892	---MCZ	200	added ('OK')	text/html	etag:%221699890409%22	https://janezurevc.name/drupal-s-number-1-from-switzerland	./janezurevc.name/drupal-s-number-1-from-switzerland/index.html	(from https://janezurevc.name/sam-morenson-thinking-about-media-drupal-core)
16:46:51	16711/16711	---MCZ	200	added ('OK')	text/html	etag:%221699890410%22	https://janezurevc.name/goodbye-examiner-hello-md-systems	./janezurevc.name/goodbye-examiner-hello-md-systems/index.html	(from https://janezurevc.name/?page=2)
16:46:51	370/370	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:46:51%20GMT	https://janezurevc.name/node?page=3	./janezurevc.name/node/index3.html	(from https://janezurevc.name/?page=2)
16:46:52	490/490	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:46:52%20GMT	https://janezurevc.name/node/85	./janezurevc.name/node/85/index.html	(from https://janezurevc.name/a-lot-of-exciting-drupal-8-media-news)
16:46:53	31208/31208	---MCZ	200	added ('OK')	text/html	etag:%221699890412%22	https://janezurevc.name/?page=3	./janezurevc.name/index/index3.html	(from https://janezurevc.name/?page=2)
16:46:54	10266/10266	---MCZ	200	added ('OK')	text/html	etag:%221699890413%22	https://janezurevc.name/contact	./janezurevc.name/contact/index.html	(from https://janezurevc.name/a-lot-of-exciting-drupal-8-media-news)
16:46:54	510/510	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:46:54%20GMT	https://janezurevc.name/node/83	./janezurevc.name/node/83/index.html	(from https://janezurevc.name/zurich-drupal-8-media-sprint-was-a-success)
16:46:55	478/478	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:46:55%20GMT	https://janezurevc.name/node/91	./janezurevc.name/node/91/index.html	(from https://janezurevc.name/drupal-community-please-meet-vijay)
16:46:56	10457/10457	---MC-	200	added ('OK')	application/rss+xml	etag:%221695180495%22	https://janezurevc.name/taxonomy/term/60/feed	./janezurevc.name/taxonomy/term/60/feed/index.html	(from https://janezurevc.name/tags/summer-code)
16:46:58	11642/11642	---MCZ	200	added ('OK')	text/html	etag:%221699890417%22	https://janezurevc.name/progress-disqus-project-gsoc-2014	./janezurevc.name/progress-disqus-project-gsoc-2014/index.html	(from https://janezurevc.name/tags/summer-code)
16:46:59	11840/11840	---MCZ	200	added ('OK')	text/html	etag:%221699890418%22	https://janezurevc.name/drupal-community-please-meet-chandan-singh	./janezurevc.name/drupal-community-please-meet-chandan-singh/index.html	(from https://janezurevc.name/tags/summer-code)
16:47:00	11843/11843	---MCZ	200	added ('OK')	text/html	etag:%221699890419%22	https://janezurevc.name/drupal-community-please-meet-jayesh-solanki	./janezurevc.name/drupal-community-please-meet-jayesh-solanki/index.html	(from https://janezurevc.name/tags/summer-code)
16:47:00	454/454	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Nov%202023%2015:47:00%20GMT	https://janezurevc.name/node/90	./janezurevc.name/node/90/index.html	(from https://janezurevc.name/media-entity-reaches-8-x-1-0)
